Date,No..of.Boats.landed,Boat.name,Gear.Type,Fishing,Target,Net.Type,Fishing.Location,Fishing.Substrate,No..of.Days.fishing,No..of.Hauls,Average.Haul.Time..Hours.,Depth..wav.,Fishing.Trip.Start,Fishing.Trip.End,Catch.Composition,Net.Catch..kg.,Snakes.caught,Number,Remarks
18-12-2018,,Dwarkadish,Trawler,NA,Shrimp,Chalu,Malvan,,1,3,2,NA,NA,NA,NA,,NA,NA,NA
19-01-2018,,Mahalakshmi,Trawler,NA,Finfish,Fish - Disco,,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
19-02-2018,,Shreepad Vallabh,Trawler,NA,Shrimp,Chalu,,,1,3,2.5,NA,NA,NA,NA,,NA,NA,NA
19-02-2019,,Audumbar,Trawler,NA,,,Malvan,,2,3.5,3.5,NA,NA,NA,NA,,NA,NA,NA
19-04-2019,,Vishaka,Trawler,NA,Shrimp,Chalu,Devgad,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
19-10-2018,,Omkar,Trawler,NA,Finfish,Fish - Disco,Vengurla,,1,4,3.5,NA,NA,NA,NA,,NA,NA,NA
19-11-2018,,Vittal Krupa,Trawler,NA,Shrimp,Chalu,Kavada Rock,,2,3,3,NA,NA,NA,NA,,NA,NA,NA
20-01-2018,,Judith,Trawler,NA,Shrimp,Chalu,,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
20-01-2018,,N,Trawler,NA,,,,,,NA,,NA,NA,NA,NA,,NA,NA,NA
20-03-2018,,Shreepad Vallabh,Trawler,NA,Shrimp,Chalu,Off Malvan,,1,2,2.5,NA,NA,NA,NA,,NA,NA,NA
20-12-2018,,Kanchan Mala,Purse seine,NA,Finfish,Purse seine,Malvan,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
20-12-2018,,Hemavati,Trawler,NA,Shrimp,Chalu,Vengurla,,2,3,3,NA,NA,NA,NA,,NA,NA,NA
21-01-2018,,Pratamesh,Trawler,NA,Shrimp,Chalu,,,1,NA,,NA,NA,NA,NA,,NA,NA,NA
21-01-2018,,Shree Siddhivinayak,Trawler,NA,Finfish,Fish - Disco,,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
21-01-2018,,Shreepad Vallabh,Trawler,NA,Squid,Squid - Disco,,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
21-02-2019,,Shri Ganesh,Trawler,NA,Finfish,Fish - Disco,Malvan,,4,3,,NA,NA,NA,NA,,NA,NA,NA
21-03-2019,,Nageshwar Prasad,Trawler,NA,Finfish,Fish - Disco,,,,NA,,NA,NA,NA,NA,,NA,NA,NA
21-04-2018,,Om Sai,Trawler,NA,Finfish,Fish - Disco,Vengurla,,1,4,2.75,NA,NA,NA,NA,,NA,NA,NA
21-10-2018,,Hemavati,Trawler,NA,Finfish,Fish - Disco,Malvan,,2,3.5,2,NA,NA,NA,NA,,NA,NA,NA
22-03-2018,,Om Sai,Trawler,NA,Shrimp,Chalu,Devgad,,1,2,3,NA,NA,NA,NA,,NA,NA,NA
23-01-2018,,Gajannan Maharaj,Trawler,NA,Squid,Squid - Disco,,,4,NA,,NA,NA,NA,NA,,NA,NA,NA
23-01-2018,,Saumi,Trawler,NA,Squid,Squid - Disco,,,2,NA,,NA,NA,NA,NA,,NA,NA,NA
23-02-2019,,Wagdai Prasann,Trawler,NA,Shrimp,Chalu,Malvan,,2,NA,,NA,NA,NA,NA,,NA,NA,NA
23-03-2018,,Shreepad Vallabh,Trawler,NA,Shrimp,Chalu,Malvan - Devgad,,2,1.5,2.1,NA,NA,NA,NA,,NA,NA,NA
23-03-2019,,Arundaye,Trawler,NA,Mixed,Mixed,Devgad,,2,NA,,NA,NA,NA,NA,,NA,NA,NA
23-10-2018,,Dwarkadish,Trawler,NA,Finfish,Fish - Disco,Malvan - South,,1,3,2.5,NA,NA,NA,NA,,NA,NA,NA
23-11-2018,,Nageshwar Prasad,Trawler,NA,Shrimp,Chalu,Malvan,,2,5,2,NA,NA,NA,NA,,NA,NA,NA
23-11-2018,,Pratamesh,Trawler,NA,Shrimp,Chalu,,,,NA,,NA,NA,NA,NA,,NA,NA,NA
24-01-2018,,Shreepad Vallabh,Trawler,NA,Shrimp,Chalu,Ratnagiri,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
24-01-2019,,Sateri,Trawler,NA,Shrimp,Chalu,Malvan,,3,3,3,NA,NA,NA,NA,,NA,NA,NA
24-03-2018,,Gajannan Maharaj,Trawler,NA,Shrimp,Chalu,Devgad,,2,1.5,2.3,NA,NA,NA,NA,,NA,NA,NA
24-11-2018,,Om Sai,Trawler,NA,Mixed,Mixed,,,1,4,,NA,NA,NA,NA,,NA,NA,NA
24-12-2018,,Soumya,Trawler,NA,Shrimp,Chalu,Juva Pankhol,,2,3.4,2.5,NA,NA,NA,NA,,NA,NA,NA
25-02-2019,,Vittal Krupa,Trawler,NA,Shrimp,Chalu,Malvan,,2,3,,NA,NA,NA,NA,,NA,NA,NA
25-03-2019,,Badrakali,Trawler,NA,Shrimp,Chalu,Juva Pankhol,,2,3,,NA,NA,NA,NA,,NA,NA,NA
25-10-2018,,Ratna Bharti,Trawler,NA,Finfish,Fish - Disco,Vengurla,,2,3,3,NA,NA,NA,NA,,NA,NA,NA
25-12-2018,,Darya Sagar,Trawler,NA,Finfish,Fish - Disco,Malvan,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
26-01-2018,,Anand Prasad,Trawler,NA,Finfish,Fish - Disco,,,4,NA,,NA,NA,NA,NA,,NA,NA,NA
26-01-2018,,Om Sai,Trawler,NA,Finfish,Fish - Disco,,,2,NA,,NA,NA,NA,NA,,NA,NA,NA
26-01-2018,,Vishnudatta,Trawler,NA,Squid,Squid - Disco,,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
26-01-2019,,Vaishnavi,Trawler,NA,Shrimp,Chalu,Malvan,,1,2,3,NA,NA,NA,NA,,NA,NA,NA
26-04-2018,,Shreepad Vallabh,Trawler,NA,Shrimp,Chalu,Devbag,,2,3,3,NA,NA,NA,NA,,NA,NA,NA
26-04-2019,,Badrakali,Trawler,NA,Shrimp,Chalu,Vengurla,,2,NA,,NA,NA,NA,NA,,NA,NA,NA
27-01-2018,,Om Sai,Trawler,NA,Finfish,Fish - Disco,,,1,NA,,NA,NA,NA,NA,,NA,NA,NA
27-01-2018,,Rishikesh,Trawler,NA,Finfish,,,,3,NA,,NA,NA,NA,NA,,NA,NA,NA
27-02-2019,,Dhanalakshmi3,Trawler,NA,Kaapshi,Chalu,Malvan,,1,1,3,NA,NA,NA,NA,,NA,NA,NA
27-10-2018,,Sagar Samra,Trawler,NA,Squid,Squid - Disco,Malvan,,3,3,4,NA,NA,NA,NA,,NA,NA,NA
27-11-2018,,Kohinoor,Trawler,NA,Finfish,Fish - Disco,Malvan,,2,NA,,NA,NA,NA,NA,,NA,NA,NA
28-01-2019,,Mangal Moorthi,Trawler,NA,Shrimp,Chalu,Juva Pankhol,,2,3,2,NA,NA,NA,NA,,NA,NA,NA
28-02-2018,,Gajannan Maharaj,Trawler,NA,Shrimp,Chalu,,,2,3.5,3,NA,NA,NA,NA,,NA,NA,NA
28-03-2018,,Shreepad Vallabh,Trawler,NA,Shrimp,Chalu,Off Malvan,,1,2,3,NA,NA,NA,NA,,NA,NA,NA
28-04-2018,,Gajannan Maharaj,Trawler,NA,Mixed,Mixed,Devgad,,2,4,4,NA,NA,NA,NA,,NA,NA,NA
29-01-2018,,Vijayalakshmi + Audumbar,Trawler,NA,Squid,Squid - Disco,,,4,NA,,NA,NA,NA,NA,,NA,NA,NA
29-03-2018,,Gajannan Maharaj,Trawler,NA,Shrimp,Chalu,Devgad,,2,2.5,4,NA,NA,NA,NA,,NA,NA,NA
29-03-2019,,Gurudutt,Trawler,NA,Finfish,Fish - Disco,Achara,,3,3,3,NA,NA,NA,NA,,NA,NA,NA
29-04-2018,,Unknown,Purse seine,NA,,Purse seine,,,,NA,,NA,NA,NA,NA,,NA,NA,NA
29-04-2018,,Rishikesh,Trawler,NA,Mixed,Mixed,,,3,3,5,NA,NA,NA,NA,,NA,NA,NA
29-04-2019,,Bahubali,Trawler,NA,Finfish,Fish - Disco,Ate,,5,5,,NA,NA,NA,NA,,NA,NA,NA
29-11-2018,,Ratna Bharti,Trawler,NA,Finfish,Fish - Disco,Malvan,,1,3,3,NA,NA,NA,NA,,NA,NA,NA
30-01-2019,,Omkar2,Trawler,NA,Shrimp,Chalu,Malvan,,2,3,3,NA,NA,NA,NA,,NA,NA,NA
30-04-2018,,Shreepad Vallabh,Trawler,NA,Shrimp,Chalu,Malvan - North,,2,3.5,,NA,NA,NA,NA,,NA,NA,NA
