"Gear.Type","Sample","Family","Weight.g","Class","Haul.time","No.hauls"
"Trawler","de166e17","Nemipteridae",100,"Trash","NA","NA"
"Trawler","a23edb4b","Carangidae",40,"Trash",180,3
"Trawler","a23edb4b","Clupeidae",99,"Trash",180,3
"Trawler","a23edb4b","Engraulidae",21,"Trash",180,3
"Trawler","a23edb4b","Lactariidae",12,"Trash",180,3
"Trawler","a23edb4b","Nemipteridae",121,"Trash",180,3
"Trawler","a23edb4b","Platycephalidae",67,"Trash",180,3
"Trawler","a23edb4b","Sciaenidae",74,"Trash",180,3
"Trawler","a23edb4b","Serranidae",51,"Trash",180,3
"Trawler","a23edb4b","Terapontidae",60,"Trash",180,3
"Trawler","a23edb4b","Trichiuridae",71,"Trash",180,3
"Trawler","87d22d41","Carangidae",147,"Trash","NA",2.5
"Trawler","87d22d41","Cynoglossidae",1,"Trash","NA",2.5
"Trawler","87d22d41","Engraulidae",16,"Trash","NA",2.5
"Trawler","87d22d41","Haemulidae",40,"Trash","NA",2.5
"Trawler","87d22d41","Nemipteridae",79,"Trash","NA",2.5
"Trawler","87d22d41","Platycephalidae",185,"Trash","NA",2.5
"Trawler","87d22d41","Serranidae",102,"Trash","NA",2.5
"Trawler","87d22d41","Synodontidae",13,"Trash","NA",2.5
"Trawler","87d22d41","Terapontidae",201,"Trash","NA",2.5
"Trawler","6c4a1306","Carangidae",65,"Trash",120,3
"Trawler","6c4a1306","Clupeidae",45,"Trash",120,3
"Trawler","6c4a1306","Congridae",51,"Trash",120,3
"Trawler","6c4a1306","Engraulidae",71,"Trash",120,3
"Trawler","6c4a1306","Haemulidae",17,"Trash",120,3
"Trawler","6c4a1306","Leiognathidae",14,"Trash",120,3
"Trawler","6c4a1306","Nemipteridae",100,"Trash",120,3
"Trawler","6c4a1306","Penaeidae",18,"Trash",120,3
"Trawler","6c4a1306","Platycephalidae",271,"Trash",120,3
"Trawler","6c4a1306","Serranidae",283,"Trash",120,3
"Trawler","6c4a1306","Terapontidae",57,"Trash",120,3
"Trawler","6c4a1306","Tetraodontidae",40,"Trash",120,3
"Trawler","9c8b8eb3","Carangidae",132,"Trash",180,3
"Trawler","9c8b8eb3","Clupeidae",114,"Trash",180,3
"Trawler","9c8b8eb3","Congridae",19,"Trash",180,3
"Trawler","9c8b8eb3","Engraulidae",20,"Trash",180,3
"Trawler","9c8b8eb3","Nemipteridae",109,"Trash",180,3
"Trawler","9c8b8eb3","Platycephalidae",66,"Trash",180,3
"Trawler","9c8b8eb3","Sciaenidae",8,"Trash",180,3
"Trawler","9c8b8eb3","Serranidae",33,"Trash",180,3
"Trawler","9c8b8eb3","Tetraodontidae",234,"Trash",180,3
"Trawler","f04ed4e9",,17,"Trash",180,3
"Trawler","f04ed4e9","Carangidae",108,"Trash",180,3
"Trawler","f04ed4e9","Clupeidae",173,"Trash",180,3
"Trawler","f04ed4e9","Congridae",80,"Trash",180,3
"Trawler","f04ed4e9","Engraulidae",19,"Trash",180,3
"Trawler","f04ed4e9","Lactariidae",12,"Trash",180,3
"Trawler","f04ed4e9","Loliginidae",42,"Trash",180,3
"Trawler","f04ed4e9","Nemipteridae",9,"Trash",180,3
"Trawler","f04ed4e9","Serranidae",146,"Trash",180,3
"Trawler","f04ed4e9","Squillidae",12,"Trash",180,3
"Trawler","f04ed4e9","Terapontidae",63,"Trash",180,3
"Trawler","f04ed4e9","Tetraodontidae",153,"Trash",180,3
"Trawler","4221cf70","Carangidae",319,"Trash",180,1
"Trawler","4221cf70","Clupeidae",177,"Trash",180,1
"Trawler","4221cf70","Engraulidae",188,"Trash",180,1
"Trawler","4221cf70","Leiognathidae",3,"Trash",180,1
"Trawler","4221cf70","Loliginidae",23,"Trash",180,1
"Trawler","4221cf70","Nemipteridae",22,"Trash",180,1
"Trawler","4221cf70","Sciaenidae",21,"Trash",180,1
"Trawler","4221cf70","Squillidae",6,"Trash",180,1
"Trawler","4221cf70","Tetraodontidae",1,"Trash",180,1
"Trawler","41ab5167","Carangidae",560,"Trash","NA",3
"Trawler","41ab5167","Clupeidae",68,"Trash","NA",3
"Trawler","41ab5167","Congridae",33,"Trash","NA",3
"Trawler","41ab5167","Dasyatidae",34,"Trash","NA",3
"Trawler","41ab5167","Engraulidae",32,"Trash","NA",3
"Trawler","41ab5167","Nemipteridae",100,"Trash","NA",3
"Trawler","41ab5167","Platycephalidae",43,"Trash","NA",3
"Trawler","41ab5167","Plotosidae",90,"Trash","NA",3
"Trawler","41ab5167","Sphyraenidae",13,"Trash","NA",3
"Trawler","41ab5167","Terapontidae",30,"Trash","NA",3
"Trawler","c8fd3958","Carangidae",343,"Trash",270,2
"Trawler","c8fd3958","Clupeidae",38,"Trash",270,2
"Trawler","c8fd3958","Congridae",16,"Trash",270,2
"Trawler","c8fd3958","Engraulidae",94,"Trash",270,2
"Trawler","c8fd3958","Leiognathidae",27,"Trash",270,2
"Trawler","c8fd3958","Nemipteridae",100,"Trash",270,2
"Trawler","c8fd3958","Platycephalidae",39,"Trash",270,2
"Trawler","c8fd3958","Priacanthidae",3,"Trash",270,2
"Trawler","c8fd3958","Serranidae",25,"Trash",270,2
"Trawler","c8fd3958","Synodontidae",1,"Trash",270,2
"Trawler","c8fd3958","Tetraodontidae",313,"Trash",270,2
"Trawler","d4ea35e2","Bregmacerotidae",1,"Trash",210,3.5
"Trawler","d4ea35e2","Carangidae",111,"Trash",210,3.5
"Trawler","d4ea35e2","Clupeidae",27,"Trash",210,3.5
"Trawler","d4ea35e2","Engraulidae",51,"Trash",210,3.5
"Trawler","d4ea35e2","Menidae",95,"Trash",210,3.5
"Trawler","d4ea35e2","Sciaenidae",13,"Trash",210,3.5
"Trawler","bb95636b","Carangidae",625,"Trash","NA",3
"Trawler","bb95636b","Engraulidae",194,"Trash","NA",3
"Trawler","bb95636b","Menidae",29,"Trash","NA",3
"Trawler","038027cb","Carangidae",211,"Trash","NA","NA"
"Trawler","038027cb","Clupeidae",73,"Trash","NA","NA"
"Trawler","038027cb","Congridae",78,"Trash","NA","NA"
"Trawler","038027cb","Engraulidae",53,"Trash","NA","NA"
"Trawler","038027cb","Leiognathidae",36,"Trash","NA","NA"
"Trawler","038027cb","Nemipteridae",8,"Trash","NA","NA"
"Trawler","038027cb","Platycephalidae",9,"Trash","NA","NA"
"Trawler","038027cb","Serranidae",14,"Trash","NA","NA"
"Trawler","038027cb","Sphyraenidae",28,"Trash","NA","NA"
"Trawler","038027cb","Squillidae",11,"Trash","NA","NA"
"Trawler","038027cb","Tetraodontidae",193,"Trash","NA","NA"
"Trawler","0da95918","Carangidae",214,"Trash","NA",3
"Trawler","0da95918","Congridae",53,"Trash","NA",3
"Trawler","0da95918","Cynoglossidae",1,"Trash","NA",3
"Trawler","0da95918","Haemulidae",25,"Trash","NA",3
"Trawler","0da95918","Leiognathidae",13,"Trash","NA",3
"Trawler","0da95918","Mullidae",30,"Trash","NA",3
"Trawler","0da95918","Nemipteridae",100,"Trash","NA",3
"Trawler","0da95918","Platycephalidae",65,"Trash","NA",3
"Trawler","0da95918","Plotosidae",146,"Trash","NA",3
"Trawler","0da95918","Serranidae",43,"Trash","NA",3
"Trawler","0da95918","Terapontidae",9,"Trash","NA",3
"Trawler","0da95918","Tetraodontidae",286,"Trash","NA",3
"Trawler","0da95918","Trichiuridae",31,"Trash","NA",3
"Trawler","3259206e","Carangidae",183,"Trash",180,1
"Trawler","3259206e","Clupeidae",168,"Trash",180,1
"Trawler","3259206e","Engraulidae",64,"Trash",180,1
"Trawler","3259206e","Leiognathidae",13,"Trash",180,1
"Trawler","3259206e","Loliginidae",6,"Trash",180,1
"Trawler","3259206e","Menidae",114,"Trash",180,1
"Trawler","3259206e","Priacanthidae",21,"Trash",180,1
"Trawler","3259206e","Sepiidae",16,"Trash",180,1
"Trawler","3259206e","Tetraodontidae",143,"Trash",180,1
"Trawler","2144f389","Carangidae",530,"Trash",180,3
"Trawler","2144f389","Clupeidae",12,"Trash",180,3
"Trawler","2144f389","Engraulidae",26,"Trash",180,3
"Trawler","2144f389","Loliginidae",12,"Trash",180,3
